"Date","Price","Open","High","Low","Vol.","Change %"
"06/24/2018","148.12","146.39","149.60","144.84","","1.18%"
"06/17/2018","146.39","147.15","147.15","143.66","","-0.52%"
"06/10/2018","147.15","150.11","152.30","143.87","","-1.97%"
"06/03/2018","150.11","145.23","150.36","144.81","","3.36%"
"05/27/2018","145.23","146.49","147.04","144.29","","-0.86%"
"05/20/2018","146.49","144.75","148.62","144.42","","1.20%"
"05/13/2018","144.75","146.65","147.42","143.76","","-1.30%"
"05/06/2018","146.65","145.32","147.33","140.34","","0.92%"
"04/29/2018","145.32","152.30","153.04","143.01","","-4.58%"
"04/22/2018","152.30","150.05","155.11","148.26","","1.50%"
"04/15/2018","150.05","150.53","153.58","148.12","","-0.32%"
"04/08/2018","150.53","151.38","155.18","149.23","","-0.56%"
"04/01/2018","151.38","151.65","153.92","148.26","","-0.18%"
"03/25/2018","151.65","147.07","153.27","147.07","","3.11%"
"03/18/2018","147.07","155.86","156.10","146.62","","-5.64%"
"03/11/2018","155.86","156.90","158.77","155.21","","-0.66%"
"03/04/2018","156.90","154.10","157.53","153.20","","1.82%"
"02/25/2018","154.10","155.24","158.54","152.37","","-0.73%"
"02/18/2018","155.24","159.08","159.08","153.44","","-2.41%"
"02/11/2018","159.08","155.32","160.13","154.35","","2.42%"
"02/04/2018","155.32","164.75","165.48","150.79","","-5.72%"
"01/28/2018","164.75","166.88","169.66","163.17","","-1.28%"
"01/21/2018","166.88","161.20","167.04","161.10","","3.52%"
"01/14/2018","161.20","160.48","163.59","158.81","","0.45%"
"01/07/2018","160.48","163.93","165.07","159.13","","-2.10%"
"12/31/2017","163.93","166.07","167.08","160.93","","-1.29%"
"12/24/2017","166.07","166.77","168.25","166.07","","-0.42%"
"12/17/2017","166.77","164.42","168.12","164.20","","1.43%"
"12/10/2017","164.42","158.08","164.85","157.82","","4.01%"
"12/03/2017","158.08","157.69","161.60","154.55","","0.25%"
"11/26/2017","157.69","147.77","158.57","147.69","","6.71%"
"11/19/2017","147.77","145.16","148.72","145.16","","1.80%"
"11/12/2017","145.16","143.99","146.19","141.17","","0.81%"
"11/05/2017","143.99","145.95","145.95","140.82","","-1.34%"
